Players,Team,Pos.,5v5 TOI,Shots,Chances,Passes,Primary Shot Assists,Home Plate,Low-to-High,Goal Line,NZ Assist,DZ Assist,Zone Entries,Carries...15,Pass Entries,Recoveries,Exit Attempts,Zone Exits,Exits w/ Possession,Exit Assists,Fails,Targets,Carries...24,Denials,Passes Allowed,5v4 Entries,5v4 Carries,5v4 Setups,4v5 Entries,4v5 Carry Denials,5v4 Shots,5v4 Passes,5v4 Primary Setups,5v4 Cross-Slot,5v4 Low-to-High,5v4 Goal Line,Forecheck Pressures,Exit Disruptions,Carry-in%,Pass%,Exit%,Possession Exit%,Fail%,Shots/60,Passes/60...46,A1/60,Shot Contributions/60,Entries/60,Carries/60,Passes/60...51,Attempts/60,Exits/60,Possession/60,Fail/60,Assists/60,Targets/60,Carry Against%,Denial%,Passes Allowed%,Recoveries/60,5v4 Carry%,5v4 Setup%,NZ Assist/60,DZ Assist/60,Transition Plays/60,Cycle Plays/60,Slot Passes/60,Goal Line Passes/60,High Danger Passes/60,L2H Passes/60,Pressures/60,Disruptions/60
Janne Kuokkanen,N.J,F,11.8,0,0,2,1,0,0,0,0,1,7,4,1,1,4,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,57.1%,14.3%,100.0%,75.0%,0.0%,0,10.17,5.08,5.08,35.59,20.34,5.08,20.34,20.34,15.25,0,0,5.08,0.0%,0.0%,0.0%,5.08,0.0%,0.0%,0,5.08,5.08,5.08,0,0,0,0,0,0
Jesper Boqvist,N.J,F,59.2,4,2,8,3,1,0,0,1,0,22,7,3,4,18,13,9,0,5,4,2,1,1,1,1,1,0,0,1,1,1,0,0,0,9,7,31.8%,13.6%,72.2%,50.0%,27.8%,4.05,8.11,3.04,7.09,22.3,7.09,3.04,18.24,13.18,9.12,5.07,0,4.05,50.0%,25.0%,50.0%,4.05,100.0%,100.0%,1.01,0,1.01,7.09,1.01,0,1.01,0,9.12,7.09
Jesper Bratt,N.J,F,181.83,31,12,56,35,1,8,4,6,5,59,35,12,8,53,46,32,3,6,6,2,1,0,11,7,5,1,0,2,10,6,1,4,0,30,24,59.3%,20.3%,86.8%,60.4%,11.3%,10.23,18.48,11.55,21.78,19.47,11.55,3.96,17.49,15.18,10.56,1.98,0.99,1.98,33.3%,16.7%,0.0%,2.64,63.6%,45.5%,1.98,1.65,3.63,14.85,0.33,1.32,1.65,2.64,9.9,7.92
Joey Anderson,N.J,F,73.98,13,6,6,4,1,0,0,1,0,24,11,4,1,23,16,8,1,6,13,7,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,45.8%,16.7%,69.6%,34.8%,26.1%,10.54,4.87,3.24,13.79,19.46,8.92,3.24,18.65,12.98,6.49,4.87,0.81,10.54,53.8%,15.4%,14.3%,0.81,0.0%,0.0%,0.81,0,0.81,4.05,0.81,0,0.81,0,0.81,0.81
John Hayden,N.J,F,102.91,9,4,12,10,0,3,0,3,2,33,9,4,2,39,26,12,1,8,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,11,8,27.3%,12.1%,66.7%,30.8%,20.5%,5.25,7,5.83,11.08,19.24,5.25,2.33,22.74,15.16,7,4.66,0.58,1.17,0.0%,100.0%,0.0%,1.17,0.0%,0.0%,1.75,1.17,2.92,4.08,0,0,0,1.75,6.41,4.66
Josh Jacobs,N.J,F,15.98,0,0,3,2,0,0,0,0,2,2,1,0,0,10,7,2,1,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,50.0%,0.0%,70.0%,20.0%,10.0%,0,11.26,7.51,7.51,7.51,3.75,0,37.54,26.28,7.51,3.75,3.75,30.03,37.5%,25.0%,0.0%,0,0.0%,0.0%,0,7.51,7.51,3.75,0,0,0,0,0,0
Kevin Rooney,N.J,F,112.14,18,11,8,6,0,3,0,0,2,38,16,3,4,33,25,12,2,7,11,3,8,2,1,1,0,8,4,1,1,1,0,0,0,26,20,42.1%,7.9%,75.8%,36.4%,21.2%,9.63,4.28,3.21,12.84,20.33,8.56,1.61,17.66,13.38,6.42,3.75,1.07,5.89,27.3%,72.7%,66.7%,2.14,100.0%,0.0%,0,1.07,1.07,3.21,0,0,0,1.61,13.91,10.7
Kyle Palmieri,N.J,F,199.06,40,13,32,16,1,6,1,4,0,50,26,4,6,50,34,17,4,13,12,3,4,1,23,11,11,0,0,10,16,8,1,2,0,17,12,52.0%,8.0%,68.0%,34.0%,26.0%,12.06,9.65,4.82,16.88,15.07,7.84,1.21,15.07,10.25,5.12,3.92,1.21,3.62,25.0%,33.3%,33.3%,1.81,47.8%,47.8%,1.21,0,1.21,8.44,0.3,0.3,0.6,1.81,5.12,3.62
Matt Tennyson,N.J,D,38.52,5,0,1,0,0,0,0,0,1,4,2,1,0,12,9,4,2,3,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50.0%,25.0%,75.0%,33.3%,25.0%,7.79,1.56,0,7.79,6.23,3.12,1.56,18.69,14.02,6.23,4.67,3.12,17.14,63.6%,9.1%,0.0%,0,0.0%,0.0%,0,1.56,1.56,0,0,0,0,0,3.12,3.12
Michael Mcleod,N.J,F,31.25,1,0,5,4,0,0,0,1,2,11,5,3,1,9,9,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,45.5%,27.3%,100.0%,66.7%,0.0%,1.92,9.6,7.68,9.6,21.12,9.6,5.76,17.28,17.28,11.52,0,0,5.76,66.7%,0.0%,0.0%,1.92,0.0%,0.0%,1.92,3.84,5.76,3.84,0,0,0,0,0,0
Miles Wood,N.J,F,197.17,35,14,25,17,1,5,1,2,3,59,29,4,10,55,45,28,1,10,9,5,2,2,2,0,0,0,0,1,1,0,0,0,0,28,21,49.2%,6.8%,81.8%,50.9%,18.2%,10.65,7.61,5.17,15.82,17.95,8.83,1.22,16.74,13.69,8.52,3.04,0.3,2.74,55.6%,22.2%,40.0%,3.04,0.0%,0.0%,0.61,0.91,1.52,6.09,0.3,0.3,0.61,1.52,8.52,6.39
Mirco Mueller,N.J,D,197.95,15,1,16,9,0,2,0,2,5,20,4,1,0,88,60,28,19,22,88,61,11,23,0,0,0,0,3,0,1,0,0,0,0,6,4,20.0%,5.0%,68.2%,31.8%,25.0%,4.55,4.85,2.73,7.27,6.06,1.21,0.3,26.67,18.19,8.49,6.67,5.76,26.67,69.3%,12.5%,37.7%,0,0.0%,0.0%,0.61,1.52,2.12,2.73,0,0,0,0.61,1.82,1.21
Nicholas Merkley,N.J,F,10.28,0,0,4,4,1,0,0,0,0,3,2,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7%,0.0%,50.0%,0.0%,50.0%,0,23.34,23.34,23.34,17.5,11.67,0,11.67,5.83,0,5.83,11.67,0,0.0%,0.0%,0.0%,0,0.0%,0.0%,0,0,0,23.34,5.83,0,5.83,0,0,0
Nico Hischier,N.J,F,168.18,27,14,40,28,1,6,0,4,5,52,38,10,8,51,40,29,5,10,11,4,7,1,4,2,2,4,2,5,18,10,0,3,0,20,15,73.1%,19.2%,78.4%,56.9%,19.6%,9.63,14.27,9.99,19.62,18.55,13.56,3.57,18.2,14.27,10.35,3.57,1.78,3.92,36.4%,63.6%,25.0%,2.85,50.0%,50.0%,1.43,1.78,3.21,11.06,0.36,0,0.36,2.14,7.14,5.35
Nikita Gusev,N.J,F,179.37,37,13,55,36,3,8,0,7,4,59,34,11,3,57,43,24,8,14,4,2,1,0,14,8,3,0,0,10,18,8,2,3,0,25,14,57.6%,18.6%,75.4%,42.1%,24.6%,12.38,18.4,12.04,24.42,19.74,11.37,3.68,19.07,14.38,8.03,4.68,2.68,1.34,50.0%,25.0%,0.0%,1,57.1%,21.4%,2.34,1.34,3.68,14.72,1,0,1,2.68,8.36,4.68
P.K. Subban,N.J,D,265.59,48,3,40,21,1,2,0,5,11,28,8,4,0,175,131,54,20,34,87,51,8,21,6,3,2,0,3,13,23,12,2,2,0,10,6,28.6%,14.3%,74.9%,30.9%,19.4%,10.84,9.04,4.74,15.59,6.33,1.81,0.9,39.54,29.59,12.2,7.68,4.52,19.65,58.6%,9.2%,41.2%,0,50.0%,33.3%,1.13,2.49,3.61,5.42,0.23,0,0.23,0.45,2.26,1.36
Pavel Zacha,N.J,F,171.55,10,4,36,23,1,5,1,5,6,26,20,6,8,51,39,26,8,11,3,2,1,1,22,13,13,5,0,6,14,10,2,3,0,27,23,76.9%,23.1%,76.5%,51.0%,21.6%,3.5,12.59,8.04,11.54,9.09,6.99,2.1,17.84,13.64,9.09,3.85,2.8,1.05,66.7%,33.3%,50.0%,2.8,59.1%,59.1%,1.75,2.1,3.85,8.74,0.35,0.35,0.7,1.75,9.44,8.04
Sami Vatanen,N.J,D,147.78,30,2,28,12,0,0,0,1,9,11,5,1,0,82,62,20,11,14,49,27,4,7,3,2,2,0,3,17,10,5,0,0,0,11,10,45.5%,9.1%,75.6%,24.4%,17.1%,12.18,11.37,4.87,17.05,4.47,2.03,0.41,33.29,25.17,8.12,5.68,4.47,19.89,55.1%,8.2%,25.9%,0,66.7%,66.7%,0.41,3.65,4.06,7.31,0,0,0,0,4.47,4.06
Taylor Hall,N.J,F,99.92,13,5,22,14,2,3,0,2,0,48,27,9,0,39,29,25,2,10,2,1,1,1,16,9,6,0,0,12,10,7,0,5,0,17,10,56.3%,18.8%,74.4%,64.1%,25.6%,7.81,13.21,8.41,16.21,28.82,16.21,5.4,23.42,17.41,15.01,6,1.2,1.2,50.0%,50.0%,100.0%,0,56.3%,37.5%,1.2,0,1.2,12.01,1.2,0,1.2,1.8,10.21,6
Travis Zajac,N.J,F,215.9,13,7,51,27,3,8,5,7,2,55,26,13,14,65,54,32,4,10,10,4,4,4,4,2,2,5,2,5,6,2,0,1,0,28,20,47.3%,23.6%,83.1%,49.2%,15.4%,3.61,14.17,7.5,11.12,15.29,7.23,3.61,18.06,15.01,8.89,2.78,1.11,2.78,40.0%,40.0%,100.0%,3.89,50.0%,50.0%,1.95,0.56,2.5,11.67,0.83,1.39,2.22,2.22,7.78,5.56
Wayne Simmonds,N.J,F,152.45,20,8,33,25,0,9,3,4,3,51,22,6,7,55,39,15,0,12,6,2,1,1,4,1,1,0,0,5,3,2,0,0,1,23,19,43.1%,11.8%,70.9%,27.3%,21.8%,7.87,12.99,9.84,17.71,20.07,8.66,2.36,21.65,15.35,5.9,4.72,0,2.36,33.3%,16.7%,50.0%,2.76,25.0%,25.0%,1.57,1.18,2.76,10.23,0,1.18,1.18,3.54,9.05,7.48
Will Butcher,N.J,D,192.9,29,3,23,13,1,0,0,0,7,19,7,5,0,93,66,27,17,21,64,45,3,18,1,0,0,0,0,3,8,5,0,0,0,2,1,36.8%,26.3%,71.0%,29.0%,22.6%,9.02,7.15,4.04,13.06,5.91,2.18,1.56,28.93,20.53,8.4,6.53,5.29,19.91,70.3%,4.7%,40.0%,0,0.0%,0.0%,0,2.18,2.18,4.98,0.31,0,0.31,0,0.62,0.31
Austin Watson,NSH,F,167.02,15,8,15,10,0,2,0,1,2,29,12,5,4,58,39,16,4,16,9,5,2,2,2,1,0,1,1,0,0,0,0,0,0,19,19,41.4%,17.2%,67.2%,27.6%,27.6%,5.39,5.39,3.59,8.98,10.42,4.31,1.8,20.84,14.01,5.75,5.75,1.44,3.23,55.6%,22.2%,40.0%,1.44,50.0%,0.0%,0.36,0.72,1.08,4.31,0,0,0,0.72,6.83,6.83
Calle Jarnkrok,NSH,F,266.62,57,30,45,29,0,7,1,4,4,65,38,13,7,43,30,13,4,11,12,4,3,1,10,6,6,1,3,22,26,13,1,8,0,33,27,58.5%,20.0%,69.8%,30.2%,25.6%,12.83,10.13,6.53,19.35,14.63,8.55,2.93,9.68,6.75,2.93,2.48,0.9,2.7,33.3%,25.0%,25.0%,1.58,60.0%,60.0%,0.9,0.9,1.8,8.33,0,0.23,0.23,1.58,7.43,6.08
Colin Blackwell,NSH,F,59.88,7,2,7,4,0,2,1,1,0,16,6,2,4,11,10,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,37.5%,12.5%,90.9%,18.2%,9.1%,7.01,7.01,4.01,11.02,16.03,6.01,2,11.02,10.02,2,1,1,3.01,33.3%,33.3%,0.0%,4.01,0.0%,0.0%,1,0,1,6.01,0,1,1,2,10.02,6.01
Colton Sissons,NSH,F,256.8,26,12,40,22,4,2,1,4,5,60,24,6,16,69,51,30,5,16,28,7,9,7,5,2,2,5,10,1,1,1,0,0,1,40,31,40.0%,10.0%,73.9%,43.5%,23.2%,6.07,9.35,5.14,11.21,14.02,5.61,1.4,16.12,11.92,7.01,3.74,1.17,6.54,25.0%,32.1%,100.0%,3.74,40.0%,40.0%,0.93,1.17,2.1,7.24,0.93,0.23,1.17,0.47,9.35,7.24
Craig Smith,NSH,F,255.21,73,26,59,34,0,10,3,9,7,64,40,11,11,77,66,31,1,8,6,1,1,0,18,11,8,0,0,25,22,6,1,2,1,33,27,62.5%,17.2%,85.7%,40.3%,10.4%,17.16,13.87,7.99,25.16,15.05,9.4,2.59,18.1,15.52,7.29,1.88,0.24,1.41,16.7%,16.7%,0.0%,2.59,61.1%,44.4%,2.12,1.65,3.76,10.11,0,0.71,0.71,2.35,7.76,6.35
Dan Hamhuis,NSH,D,203.15,34,2,28,12,0,0,0,2,11,17,1,1,1,89,69,25,14,17,69,43,9,12,0,0,0,0,0,0,0,0,0,0,0,1,1,5.9%,5.9%,77.5%,28.1%,19.1%,10.04,8.27,3.54,13.59,5.02,0.3,0.3,26.29,20.38,7.38,5.02,4.13,20.38,62.3%,13.0%,27.9%,0.3,0.0%,0.0%,0.59,3.25,3.84,4.43,0,0,0,0,0.3,0.3
Daniel Carr,NSH,F,47.46,8,4,4,4,0,1,1,0,1,8,1,0,3,7,6,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,12.5%,0.0%,85.7%,28.6%,14.3%,10.11,5.06,5.06,15.17,10.11,1.26,0,8.85,7.58,2.53,1.26,1.26,0,0.0%,0.0%,0.0%,3.79,0.0%,0.0%,0,1.26,1.26,3.79,0,1.26,1.26,1.26,3.79,3.79
Dante Fabbro,NSH,D,431.41,73,6,60,33,0,1,0,2,23,55,11,5,0,179,138,70,35,31,169,103,11,41,2,0,0,0,1,4,3,1,1,0,0,13,11,20.0%,9.1%,77.1%,39.1%,17.3%,10.15,8.34,4.59,14.74,7.65,1.53,0.7,24.9,19.19,9.74,4.31,4.87,23.5,60.9%,6.5%,39.8%,0,0.0%,0.0%,0.28,3.2,3.48,4.87,0,0,0,0.14,1.81,1.53
Filip Forsberg,NSH,F,274.22,75,36,72,42,3,11,6,8,10,84,55,9,13,80,66,45,3,13,13,5,5,2,12,7,5,2,2,37,39,20,2,11,1,39,31,65.5%,10.7%,82.5%,56.3%,16.3%,16.41,15.75,9.19,25.6,18.38,12.03,1.97,17.5,14.44,9.85,2.84,0.66,2.84,38.5%,38.5%,40.0%,2.84,58.3%,41.7%,1.75,2.19,3.94,11.82,0.66,1.31,1.97,2.41,8.53,6.78
Jarred Tinordi,NSH,D,138.62,17,1,12,8,0,0,0,1,2,9,3,0,0,67,48,14,11,18,56,36,6,13,0,0,0,0,1,0,0,0,0,0,0,2,1,33.3%,0.0%,71.6%,20.9%,26.9%,7.36,5.19,3.46,10.82,3.9,1.3,0,29,20.78,6.06,7.79,4.76,24.24,64.3%,10.7%,36.1%,0,0.0%,0.0%,0.43,0.87,1.3,3.9,0,0,0,0,0.87,0.43
Korbinian Holzer,NSH,D,34.3,4,0,2,1,0,0,0,0,2,4,0,0,0,14,8,2,3,5,14,10,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0%,0.0%,57.1%,14.3%,35.7%,7,3.5,1.75,8.75,7,0,0,24.49,13.99,3.5,8.75,5.25,24.49,71.4%,0.0%,40.0%,0,0.0%,0.0%,0,3.5,3.5,0,0,0,0,0,1.75,0
Kyle Turris,NSH,F,231.47,30,10,65,44,1,11,3,6,6,80,46,15,9,54,44,21,1,9,8,3,2,3,26,17,16,2,1,16,43,22,1,10,0,39,31,57.5%,18.8%,81.5%,38.9%,16.7%,7.78,16.85,11.41,19.18,20.74,11.92,3.89,14,11.41,5.44,2.33,0.26,2.07,37.5%,25.0%,100.0%,2.33,65.4%,61.5%,1.56,1.56,3.11,13.74,0.26,0.78,1.04,2.85,10.11,8.04
Mathieu Olivier,NSH,F,34.45,3,2,1,0,0,0,0,0,0,10,2,0,0,7,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20.0%,0.0%,85.7%,57.1%,14.3%,5.22,1.74,0,5.22,17.41,3.48,0,12.19,10.45,6.97,1.74,3.48,1.74,100.0%,0.0%,0.0%,0,0.0%,0.0%,0,0,0,1.74,0,0,0,0,3.48,3.48
Matt Duchene,NSH,F,311.23,45,25,113,74,4,14,6,3,5,111,81,32,9,76,64,45,6,11,7,3,3,0,16,6,7,0,0,15,21,15,3,3,5,35,27,73.0%,28.8%,84.2%,59.2%,14.5%,8.68,21.78,14.27,22.94,21.4,15.62,6.17,14.65,12.34,8.68,2.12,1.16,1.35,42.9%,42.9%,0.0%,1.74,37.5%,43.8%,0.58,0.96,1.54,20.24,0.77,1.16,1.93,2.7,6.75,5.21
Matt Irwin,NSH,D,76.19,19,0,8,6,0,0,0,0,5,11,5,2,0,40,33,12,8,6,27,20,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5%,18.2%,82.5%,30.0%,15.0%,14.96,6.3,4.73,19.69,8.66,3.94,1.58,31.5,25.99,9.45,4.73,6.3,21.26,74.1%,0.0%,40.0%,0,0.0%,0.0%,0,3.94,3.94,2.36,0,0,0,0,0,0
Mattias Ekholm,NSH,D,420.71,91,2,82,45,0,0,0,7,25,84,29,10,0,248,192,91,35,45,137,75,30,34,12,6,6,1,11,4,24,15,1,1,0,28,23,34.5%,11.9%,77.4%,36.7%,18.1%,12.98,11.69,6.42,19.4,11.98,4.14,1.43,35.37,27.38,12.98,6.42,4.99,19.54,54.7%,21.9%,45.3%,0,50.0%,50.0%,1,3.57,4.56,7.13,0,0,0,0,3.99,3.28
Miikka Salomaki,NSH,F,39.77,5,3,0,0,0,0,0,0,0,9,3,0,1,14,12,7,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,33.3%,0.0%,85.7%,50.0%,14.3%,7.54,0,0,7.54,13.58,4.53,0,21.12,18.1,10.56,3.02,0,1.51,100.0%,0.0%,100.0%,1.51,0.0%,0.0%,0,0,0,0,0,0,0,0,4.53,3.02
Mikael Granlund,NSH,F,312.35,53,33,75,44,2,13,6,9,6,80,39,14,15,83,74,44,7,6,18,9,4,8,37,17,15,3,4,11,34,12,1,6,1,51,47,48.8%,17.5%,89.2%,53.0%,7.2%,10.18,14.41,8.45,18.63,15.37,7.49,2.69,15.94,14.21,8.45,1.15,1.34,3.46,50.0%,22.2%,88.9%,2.88,45.9%,40.5%,1.73,1.15,2.88,11.53,0.38,1.15,1.54,2.5,9.8,9.03
Nick Bonino,NSH,F,270.18,40,25,68,40,3,8,3,7,6,49,17,6,8,55,47,28,7,8,22,8,8,6,5,3,4,2,9,12,13,5,2,1,1,20,14,34.7%,12.2%,85.5%,50.9%,14.5%,8.88,15.1,8.88,17.77,10.88,3.78,1.33,12.21,10.44,6.22,1.78,1.55,4.89,36.4%,36.4%,75.0%,1.78,60.0%,80.0%,1.55,1.33,2.89,12.21,0.67,0.67,1.33,1.78,4.44,3.11
Rocco Grimaldi,NSH,F,287.18,50,15,76,54,0,24,3,6,7,113,56,21,12,103,79,51,2,21,12,2,4,1,3,1,1,0,1,2,1,1,0,0,1,44,33,49.6%,18.6%,76.7%,49.5%,20.4%,10.45,15.88,11.28,21.73,23.61,11.7,4.39,21.52,16.51,10.66,4.39,0.42,2.51,16.7%,33.3%,50.0%,2.51,33.3%,33.3%,1.25,1.46,2.72,13.16,0,0.63,0.63,5.01,9.19,6.89
Roman Josi,NSH,D,429.29,125,25,141,99,8,11,2,21,18,146,111,52,4,203,159,109,32,32,124,77,10,24,38,25,16,3,4,46,101,47,3,1,0,16,13,76.0%,35.6%,78.3%,53.7%,15.8%,17.47,19.71,13.84,31.31,20.41,15.51,7.27,28.37,22.22,15.23,4.47,4.47,17.33,62.1%,8.1%,31.2%,0.56,65.8%,42.1%,2.94,2.52,5.45,14.26,1.12,0.28,1.4,1.54,2.24,1.82
Ryan Ellis,NSH,D,366.88,76,7,80,39,0,2,2,8,26,43,15,6,0,175,135,78,43,28,116,69,11,31,4,2,2,1,3,22,52,29,0,0,0,10,9,34.9%,14.0%,77.1%,44.6%,16.0%,12.43,13.08,6.38,18.81,7.03,2.45,0.98,28.62,22.08,12.76,4.58,7.03,18.97,59.5%,9.5%,44.9%,0,50.0%,50.0%,1.31,4.25,5.56,7.52,0,0.33,0.33,0.33,1.64,1.47
Ryan Johansen,NSH,F,286.06,35,20,122,82,4,22,5,5,6,74,39,21,15,70,66,44,3,4,17,4,9,1,21,10,10,4,3,11,52,22,3,7,0,27,25,52.7%,28.4%,94.3%,62.9%,5.7%,7.34,25.59,17.2,24.54,15.52,8.18,4.4,14.68,13.84,9.23,0.84,0.63,3.57,23.5%,52.9%,25.0%,3.15,47.6%,47.6%,1.05,1.26,2.31,23.28,0.84,1.05,1.89,4.61,5.66,5.24
Steven Santini,NSH,D,9.27,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0.0%,0.0%,100.0%,12.94,0,0,12.94,0,0,0,12.94,0,0,12.94,0,0,0.0%,0.0%,0.0%,0,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0
Viktor Arvidsson,NSH,F,236.85,61,24,59,33,4,8,5,6,4,70,44,15,13,58,55,39,5,3,8,6,1,3,28,17,10,0,0,20,16,6,1,2,1,31,27,62.9%,21.4%,94.8%,67.2%,5.2%,15.45,14.95,8.36,23.81,17.73,11.15,3.8,14.69,13.93,9.88,0.76,1.27,2.03,75.0%,12.5%,50.0%,3.29,60.7%,35.7%,1.52,1.01,2.53,12.41,1.01,1.27,2.28,2.03,7.85,6.84
Yakov Trenin,NSH,F,40.13,4,2,4,2,0,1,0,0,1,17,6,2,2,14,13,7,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,35.3%,11.8%,92.9%,50.0%,7.1%,5.98,5.98,2.99,8.97,25.42,8.97,2.99,20.93,19.44,10.47,1.5,0,8.97,16.7%,33.3%,0.0%,2.99,0.0%,0.0%,0,1.5,1.5,4.49,0,0,0,1.5,8.97,5.98
Yannick Weber,NSH,D,117.58,12,1,16,9,0,1,0,1,3,17,8,1,0,34,25,13,7,7,34,16,4,6,0,0,0,0,0,0,0,0,0,0,0,6,4,47.1%,5.9%,73.5%,38.2%,20.6%,6.12,8.16,4.59,10.72,8.68,4.08,0.51,17.35,12.76,6.63,3.57,3.57,17.35,47.1%,11.8%,37.5%,0,0.0%,0.0%,0.51,1.53,2.04,6.12,0,0,0,0.51,3.06,2.04
Adam Pelech,NYI,D,224.49,33,4,32,20,2,0,0,5,7,29,9,5,0,90,65,32,9,18,93,60,9,26,0,0,0,1,4,0,0,0,0,0,0,9,6,31.0%,17.2%,72.2%,35.6%,20.0%,8.82,8.55,5.35,14.17,7.75,2.41,1.34,24.05,17.37,8.55,4.81,2.41,24.86,64.5%,9.7%,43.3%,0,0.0%,0.0%,1.34,1.87,3.21,5.35,0.53,0,0.53,0,2.41,1.6
Anders Lee,NYI,F,382.2,68,37,67,46,4,14,4,12,3,103,47,16,14,97,79,39,5,16,9,2,5,0,10,3,4,0,0,13,7,4,2,1,0,59,47,45.6%,15.5%,81.4%,40.2%,16.5%,10.68,10.52,7.22,17.9,16.17,7.38,2.51,15.23,12.4,6.12,2.51,0.78,1.41,22.2%,55.6%,0.0%,2.2,30.0%,40.0%,1.88,0.47,2.35,8.16,0.63,0.63,1.26,2.2,9.26,7.38
Andrew Ladd,NYI,F,26.2,4,3,6,3,0,0,0,0,1,6,3,2,3,6,6,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,50.0%,33.3%,100.0%,33.3%,0.0%,9.16,13.74,6.87,16.03,13.74,6.87,4.58,13.74,13.74,4.58,0,0,6.87,0.0%,33.3%,0.0%,6.87,0.0%,0.0%,0,2.29,2.29,11.45,0,0,0,0,0,0
Andy Greene,NYI,D,59.75,9,1,2,1,0,0,1,0,1,4,1,0,0,16,14,7,7,2,29,18,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,25.0%,0.0%,87.5%,43.8%,12.5%,9.04,2.01,1,10.04,4.02,1,0,16.07,14.06,7.03,2.01,7.03,29.12,62.1%,10.3%,50.0%,0,0.0%,0.0%,0,1,1,1,0,1,1,0,0,0
Anthony Beauvillier,NYI,F,344.71,51,25,84,58,4,19,7,11,8,135,58,20,17,125,99,56,5,23,11,2,5,1,19,8,7,3,1,16,19,4,0,2,0,52,44,43.0%,14.8%,79.2%,44.8%,18.4%,8.88,14.62,10.1,18.97,23.5,10.1,3.48,21.76,17.23,9.75,4,0.87,1.91,18.2%,45.5%,50.0%,2.96,42.1%,36.8%,1.91,1.39,3.31,11.31,0.7,1.22,1.91,3.31,9.05,7.66
Brock Nelson,NYI,F,341.16,57,31,79,60,2,12,1,7,1,98,58,20,17,82,64,41,7,16,20,9,4,3,13,10,5,3,3,15,20,6,3,0,0,39,32,59.2%,20.4%,78.0%,50.0%,19.5%,10.02,13.89,10.55,20.58,17.24,10.2,3.52,14.42,11.26,7.21,2.81,1.23,3.52,45.0%,20.0%,33.3%,2.99,76.9%,38.5%,1.23,0.18,1.41,12.49,0.35,0.18,0.53,2.11,6.86,5.63
Cal Clutterbuck,NYI,F,139.63,18,4,16,13,0,4,2,3,1,56,17,6,4,45,41,19,0,3,11,4,4,4,0,0,0,2,2,0,0,0,0,0,0,21,17,30.4%,10.7%,91.1%,42.2%,6.7%,7.73,6.88,5.59,13.32,24.06,7.3,2.58,19.34,17.62,8.16,1.29,0,4.73,36.4%,36.4%,100.0%,1.72,0.0%,0.0%,1.29,0.43,1.72,5.16,0,0.86,0.86,1.72,9.02,7.3
Casey Cizikas,NYI,F,154.5,18,8,33,20,1,5,2,2,1,56,20,3,12,39,30,16,1,8,8,6,0,0,1,0,0,4,0,0,0,0,1,0,0,33,24,35.7%,5.4%,76.9%,41.0%,20.5%,6.99,12.82,7.77,14.76,21.75,7.77,1.17,15.15,11.65,6.21,3.11,0.39,3.11,75.0%,0.0%,0.0%,4.66,0.0%,0.0%,0.78,0.39,1.17,11.65,0.39,0.78,1.17,1.94,12.82,9.32
Cole Bardreau,NYI,F,28.1,1,1,6,5,0,1,1,0,1,7,3,1,3,11,9,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,42.9%,14.3%,81.8%,45.5%,9.1%,2.14,12.81,10.68,12.81,14.95,6.41,2.14,23.49,19.22,10.68,2.14,0,0,0.0%,0.0%,0.0%,6.41,0.0%,0.0%,0,2.14,2.14,10.68,0,2.14,2.14,2.14,14.95,14.95
Derick Brassard,NYI,F,290.55,35,15,76,48,1,15,6,4,10,70,27,11,9,94,85,45,4,7,9,3,3,0,15,8,7,0,0,20,25,12,2,7,0,40,36,38.6%,15.7%,90.4%,47.9%,7.4%,7.23,15.69,9.91,17.14,14.46,5.58,2.27,19.41,17.55,9.29,1.45,0.83,1.86,33.3%,33.3%,0.0%,1.86,53.3%,46.7%,0.83,2.07,2.89,12.8,0.21,1.24,1.45,3.1,8.26,7.43
